JMEYDSHPKCSIJC-UHFFFAOYSA-N	ANDR_HUMAN	0.976929
JAMULYFATHSZJM-UHFFFAOYSA-N	PRKDC_HUMAN	1.008969
AATCBLYHOUOCTO-UHFFFAOYSA-N	PRKDC_HUMAN	1.045597
JDUBGYFRJFOXQC-KRWDZBQOSA-N	ROCK2_HUMAN	0.924689
JDUBGYFRJFOXQC-KRWDZBQOSA-N	AKT2_HUMAN	0.890600
ULDXWLCXEDXJGE-UHFFFAOYSA-N	AKT1_HUMAN	0.843628
SCGCBAAYLFTIJU-CQSZACIVSA-N	CP2D6_HUMAN	0.856662
SCGCBAAYLFTIJU-CQSZACIVSA-N	CP1A2_HUMAN	0.844627
SCGCBAAYLFTIJU-CQSZACIVSA-N	CP3A4_HUMAN	0.885403
SCGCBAAYLFTIJU-CQSZACIVSA-N	CP2C9_HUMAN	0.948072
SCGCBAAYLFTIJU-CQSZACIVSA-N	CP2CJ_HUMAN	0.846514
JLYAXFNOILIKPP-KXQOOQHDSA-N	BCL2_HUMAN	0.940700
JLYAXFNOILIKPP-KXQOOQHDSA-N	B2CL1_HUMAN	1.029365
IAYGCINLNONXHY-LBPRGKRZSA-N	CHK1_HUMAN	0.889207
PDMUGYOXRHVNMO-UHFFFAOYSA-N	MET_HUMAN	1.012822
DFJSJLGUIXFDJP-UHFFFAOYSA-N	EGFR_HUMAN	1.007241
DFJSJLGUIXFDJP-UHFFFAOYSA-N	CP2D6_HUMAN	0.827049
DFJSJLGUIXFDJP-UHFFFAOYSA-N	CP1A2_HUMAN	0.827023
DFJSJLGUIXFDJP-UHFFFAOYSA-N	CP3A4_HUMAN	0.818345
DFJSJLGUIXFDJP-UHFFFAOYSA-N	CP2C9_HUMAN	0.861917
DFJSJLGUIXFDJP-UHFFFAOYSA-N	CP2CJ_HUMAN	0.803159
PDOQBOJDRPLBQU-QMMMGPOBSA-N	JAK3_HUMAN	0.934799
PDOQBOJDRPLBQU-QMMMGPOBSA-N	STAT3_HUMAN	0.903454
PDOQBOJDRPLBQU-QMMMGPOBSA-N	JAK2_HUMAN	0.969670
NHHQJBCNYHBUSI-UHFFFAOYSA-N	SYK_HUMAN	0.833219
NHHQJBCNYHBUSI-UHFFFAOYSA-N	JAK2_HUMAN	0.817416
NHHQJBCNYHBUSI-UHFFFAOYSA-N	ZAP70_HUMAN	0.870509
CYOHGALHFOKKQC-UHFFFAOYSA-N	MP2K1_HUMAN	0.902151
LIRYPHYGHXZJBZ-UHFFFAOYSA-N	RAF1_HUMAN	0.805827
LIRYPHYGHXZJBZ-UHFFFAOYSA-N	MP2K1_HUMAN	0.932338
FDLYAMZZIXQODN-UHFFFAOYSA-N	PARP1_HUMAN	1.033801
STUWGJZDJHPWGZ-LBPRGKRZSA-N	PK3CB_HUMAN	1.012870
STUWGJZDJHPWGZ-LBPRGKRZSA-N	PK3CD_HUMAN	1.002665
STUWGJZDJHPWGZ-LBPRGKRZSA-N	CP3A4_HUMAN	0.956697
STUWGJZDJHPWGZ-LBPRGKRZSA-N	PK3CG_HUMAN	1.011072
STUWGJZDJHPWGZ-LBPRGKRZSA-N	PRKDC_HUMAN	1.017445
LHNIIDJUOCFXAP-UHFFFAOYSA-N	MTOR_HUMAN	0.868744
LHNIIDJUOCFXAP-UHFFFAOYSA-N	PK3CB_HUMAN	0.989540
LHNIIDJUOCFXAP-UHFFFAOYSA-N	PK3CA_HUMAN	1.024175
LHNIIDJUOCFXAP-UHFFFAOYSA-N	PK3CD_HUMAN	0.907598
LHNIIDJUOCFXAP-UHFFFAOYSA-N	PK3CG_HUMAN	0.945807
CWHUFRVAEUJCEF-UHFFFAOYSA-N	PK3CA_HUMAN	0.873152
OUKYUETWWIPKQR-UHFFFAOYSA-N	VGFR2_HUMAN	0.903380
OUKYUETWWIPKQR-UHFFFAOYSA-N	ABL1_HUMAN	0.831680
OUKYUETWWIPKQR-UHFFFAOYSA-N	KIT_HUMAN	0.809501
JUSFANSTBFGBAF-IRXDYDNUSA-N	MTOR_HUMAN	0.820986
UHTHHESEBZOYNR-UHFFFAOYSA-N	EGFR_HUMAN	0.929524
UHTHHESEBZOYNR-UHFFFAOYSA-N	VGFR2_HUMAN	0.993405
VWUXBMIQPBEWFH-WCCTWKNTSA-N	HYES_HUMAN	0.878378
VWUXBMIQPBEWFH-WCCTWKNTSA-N	ESR2_HUMAN	0.919339
VWUXBMIQPBEWFH-WCCTWKNTSA-N	PYRD_HUMAN	0.925532
VWUXBMIQPBEWFH-WCCTWKNTSA-N	ESR1_HUMAN	0.944351
SMFXSYMLJDHGIE-UHFFFAOYSA-N	CP2D6_HUMAN	0.920116
SMFXSYMLJDHGIE-UHFFFAOYSA-N	CP1A2_HUMAN	0.907406
SMFXSYMLJDHGIE-UHFFFAOYSA-N	CP3A4_HUMAN	0.921674
SMFXSYMLJDHGIE-UHFFFAOYSA-N	CP2C9_HUMAN	0.958276
SMFXSYMLJDHGIE-UHFFFAOYSA-N	CP2CJ_HUMAN	0.902212
SMFXSYMLJDHGIE-UHFFFAOYSA-N	KIF11_HUMAN	0.961112
JLYAXFNOILIKPP-KXQOOQHDSA-N	BCL2_HUMAN	0.940700
JLYAXFNOILIKPP-KXQOOQHDSA-N	B2CL1_HUMAN	1.029365
DHMTURDWPRKSOA-RUZDIDTESA-N	ABCG2_HUMAN	0.890413
DHMTURDWPRKSOA-RUZDIDTESA-N	MDR1_HUMAN	0.854796
DHMTURDWPRKSOA-RUZDIDTESA-N	MAP11_HUMAN	0.930291
DHMTURDWPRKSOA-RUZDIDTESA-N	FNTA_HUMAN	0.851181
INVTYAOGFAGBOE-UHFFFAOYSA-N	HDAC1_HUMAN	0.932787
INVTYAOGFAGBOE-UHFFFAOYSA-N	HDAC4_HUMAN	0.866362
INVTYAOGFAGBOE-UHFFFAOYSA-N	HDAC3_HUMAN	0.871275
INVTYAOGFAGBOE-UHFFFAOYSA-N	HDAC6_HUMAN	0.926994
INVTYAOGFAGBOE-UHFFFAOYSA-N	HDAC2_HUMAN	1.012888
INVTYAOGFAGBOE-UHFFFAOYSA-N	HDAC8_HUMAN	0.932691
INVTYAOGFAGBOE-UHFFFAOYSA-N	HDA10_HUMAN	0.816446
INVTYAOGFAGBOE-UHFFFAOYSA-N	HDAC5_HUMAN	0.821483
INVTYAOGFAGBOE-UHFFFAOYSA-N	HDA11_HUMAN	0.831910
INVTYAOGFAGBOE-UHFFFAOYSA-N	HDAC7_HUMAN	0.809737
SZFPYBIJACMNJV-UHFFFAOYSA-N	AKT1_HUMAN	0.847738
LMMJFBMMJUMSJS-UHFFFAOYSA-N	RAF1_HUMAN	0.836744
LMMJFBMMJUMSJS-UHFFFAOYSA-N	MP2K1_HUMAN	0.955500
IFRGXKKQHBVPCQ-UHFFFAOYSA-N	HS90A_HUMAN	0.906194
IFRGXKKQHBVPCQ-UHFFFAOYSA-N	HS90B_HUMAN	0.864192
YABJJWZLRMPFSI-UHFFFAOYSA-N	BRAF_HUMAN	1.027150
YABJJWZLRMPFSI-UHFFFAOYSA-N	ABL1_HUMAN	0.837655
YABJJWZLRMPFSI-UHFFFAOYSA-N	RET_HUMAN	0.836441
YABJJWZLRMPFSI-UHFFFAOYSA-N	VGFR3_HUMAN	0.915978
YABJJWZLRMPFSI-UHFFFAOYSA-N	DDR1_HUMAN	0.817039
YABJJWZLRMPFSI-UHFFFAOYSA-N	FLT3_HUMAN	0.955042
YABJJWZLRMPFSI-UHFFFAOYSA-N	TIE2_HUMAN	0.844364
YABJJWZLRMPFSI-UHFFFAOYSA-N	SRC_HUMAN	0.950029
YABJJWZLRMPFSI-UHFFFAOYSA-N	FYN_HUMAN	0.883844
YABJJWZLRMPFSI-UHFFFAOYSA-N	CSF1R_HUMAN	1.014093
DEZZLWQELQORIU-RELWKKBWSA-N	BRAF_HUMAN	0.895470
LIRYPHYGHXZJBZ-UHFFFAOYSA-N	RAF1_HUMAN	0.805827
LIRYPHYGHXZJBZ-UHFFFAOYSA-N	MP2K1_HUMAN	0.932338
GXJABQQUPOEUTA-RDJZCZTQSA-N	TRPA1_RAT	0.904990
GXJABQQUPOEUTA-RDJZCZTQSA-N	PSB1_HUMAN	0.890688
GXJABQQUPOEUTA-RDJZCZTQSA-N	PSB5_HUMAN	1.042549
GXJABQQUPOEUTA-RDJZCZTQSA-N	PSB2_HUMAN	0.952694
GXJABQQUPOEUTA-RDJZCZTQSA-N	SC6A1_MOUSE	0.876901
IFSDAJWBUCMOAH-HNNXBMFYSA-N	MTOR_HUMAN	0.942514
IFSDAJWBUCMOAH-HNNXBMFYSA-N	PK3CB_HUMAN	0.960139
IFSDAJWBUCMOAH-HNNXBMFYSA-N	PK3CD_HUMAN	0.958398
IFSDAJWBUCMOAH-HNNXBMFYSA-N	PK3CG_HUMAN	0.983218
FNHKPVJBJVTLMP-UHFFFAOYSA-N	HYES_HUMAN	0.937657
TXUZVZSFRXZGTL-QPLCGJKRSA-N	ESR2_HUMAN	0.821650
TXUZVZSFRXZGTL-QPLCGJKRSA-N	ESR1_HUMAN	0.832223
WHTVZRBIWZFKQO-UHFFFAOYSA-N	KCNH2_HUMAN	0.970730
NKANXQFJJICGDU-QPLCGJKRSA-N	ACM5_HUMAN	0.882219
NKANXQFJJICGDU-QPLCGJKRSA-N	SC6A2_HUMAN	0.902968
NKANXQFJJICGDU-QPLCGJKRSA-N	SC6A4_HUMAN	0.888518
NKANXQFJJICGDU-QPLCGJKRSA-N	EGFR_HUMAN	0.801800
NKANXQFJJICGDU-QPLCGJKRSA-N	KCNH2_HUMAN	0.936082
NKANXQFJJICGDU-QPLCGJKRSA-N	ESR2_HUMAN	0.820212
NKANXQFJJICGDU-QPLCGJKRSA-N	SGMR1_HUMAN	0.966837
NKANXQFJJICGDU-QPLCGJKRSA-N	ESR1_HUMAN	0.857581
NKANXQFJJICGDU-QPLCGJKRSA-N	ACM4_HUMAN	0.808006
GHASVSINZRGABV-UHFFFAOYSA-N	TYSY_HUMAN	0.836053
AXRCEOKUDYDWLF-UHFFFAOYSA-N	KPCG_HUMAN	0.839000
AXRCEOKUDYDWLF-UHFFFAOYSA-N	KPCB_HUMAN	1.005607
AXRCEOKUDYDWLF-UHFFFAOYSA-N	KPCA_HUMAN	0.966062
AXRCEOKUDYDWLF-UHFFFAOYSA-N	KPCL_HUMAN	0.858959
AXRCEOKUDYDWLF-UHFFFAOYSA-N	KPCE_HUMAN	0.913565
AXRCEOKUDYDWLF-UHFFFAOYSA-N	KPCD_HUMAN	1.000249
AXRCEOKUDYDWLF-UHFFFAOYSA-N	KPCT_HUMAN	1.028436
CBPNZQVSJQDFBE-FUXHJELOSA-N	MTOR_HUMAN	0.903061
WAEXFXRVDQXREF-UHFFFAOYSA-N	HDAC1_HUMAN	0.982032
WAEXFXRVDQXREF-UHFFFAOYSA-N	HDAC4_HUMAN	0.838984
WAEXFXRVDQXREF-UHFFFAOYSA-N	HDAC3_HUMAN	0.883669
WAEXFXRVDQXREF-UHFFFAOYSA-N	HDAC6_HUMAN	0.990401
WAEXFXRVDQXREF-UHFFFAOYSA-N	HDAC2_HUMAN	1.015129
WAEXFXRVDQXREF-UHFFFAOYSA-N	HDAC8_HUMAN	0.966599
WAEXFXRVDQXREF-UHFFFAOYSA-N	HDA11_HUMAN	0.805226
YWTBGJGMTBHQTM-IBGZPJMESA-N	AKT1_HUMAN	0.864361
PKCDDUHJAFVJJB-UHFFFAOYSA-N	IGF1R_HUMAN	0.895011
PKCDDUHJAFVJJB-UHFFFAOYSA-N	IGF1R_HUMAN	0.895011
CRRPFKCJZALCLQ-UHFFFAOYSA-N	AKT1_HUMAN	0.916000
NPLCWDKKWCIODK-UHFFFAOYSA-N	MET_HUMAN	0.870727
NPLCWDKKWCIODK-UHFFFAOYSA-N	MET_HUMAN	0.870726
DPEXRCOBPACFOO-UHFFFAOYSA-N	WEE1_HUMAN	0.812613
DPEXRCOBPACFOO-UHFFFAOYSA-N	CHK1_HUMAN	0.877792
KQMPRSZTUSSXND-UHFFFAOYSA-N	MK08_HUMAN	0.893444
SHGAZHPCJJPHSC-YCNIQYBTSA-N	ELOV6_HUMAN	0.988779
CRRPFKCJZALCLQ-UHFFFAOYSA-N	AKT1_HUMAN	0.915998
